"","Country","World.region","Nutrition","Child.mortality","Years.of.schooling","School.attendance","survey","year","item","response","id","item_n","item_t","response.01"
"4.1","Turkmenistan","Europe and Central Asia",10.6025449931622,2.23662964999676,0.0246367970248684,0.472936546429992,"MICS","2015-2016",1,0,4,"Cooking fuel","x1",0.005
"4.2","Turkmenistan","Europe and Central Asia",10.6025449931622,2.23662964999676,0.0246367970248684,0.472936546429992,"MICS","2015-2016",2,0.0140400566160679,4,"Sanitation","x2",0.0140400566160679
"4.3","Turkmenistan","Europe and Central Asia",10.6025449931622,2.23662964999676,0.0246367970248684,0.472936546429992,"MICS","2015-2016",3,0.173963233828545,4,"Drinking water","x3",0.173963233828545
"4.4","Turkmenistan","Europe and Central Asia",10.6025449931622,2.23662964999676,0.0246367970248684,0.472936546429992,"MICS","2015-2016",4,0.000345846201526001,4,"Electricity","x4",0.00534238773951074
"4.5","Turkmenistan","Europe and Central Asia",10.6025449931622,2.23662964999676,0.0246367970248684,0.472936546429992,"MICS","2015-2016",5,0.0228263679891825,4,"Housing","x5",0.0228263679891825
"4.6","Turkmenistan","Europe and Central Asia",10.6025449931622,2.23662964999676,0.0246367970248684,0.472936546429992,"MICS","2015-2016",6,0.000235220082686283,4,"Assets","x6",0.000235220082686283
"5.1","Jordan","Arab States",2.78894118964672,1.46138351410627,1.66930314153433,3.34342159330845,"DHS","2017-2018",1,0.000475471431855112,5,"Cooking fuel","x1",0.00547071671753656
"5.2","Jordan","Arab States",2.78894118964672,1.46138351410627,1.66930314153433,3.34342159330845,"DHS","2017-2018",2,0.0210451558232307,5,"Sanitation","x2",0.0210451558232307
"5.3","Jordan","Arab States",2.78894118964672,1.46138351410627,1.66930314153433,3.34342159330845,"DHS","2017-2018",3,0.0182777941226959,5,"Drinking water","x3",0.0182777941226959
"5.4","Jordan","Arab States",2.78894118964672,1.46138351410627,1.66930314153433,3.34342159330845,"DHS","2017-2018",4,0,5,"Electricity","x4",0.005
"5.5","Jordan","Arab States",2.78894118964672,1.46138351410627,1.66930314153433,3.34342159330845,"DHS","2017-2018",5,0.0135395936667919,5,"Housing","x5",0.0135395936667919
"5.6","Jordan","Arab States",2.78894118964672,1.46138351410627,1.66930314153433,3.34342159330845,"DHS","2017-2018",6,0.00209903786890209,5,"Assets","x6",0.00209903786890209
"6.1","Kazakhstan","Europe and Central Asia",4.91462647914887,6.2579445540905,0.221468671225011,0.25766552425921,"MICS","2015",1,0.0148684745654464,6,"Cooking fuel","x1",0.0197197898197919
"6.2","Kazakhstan","Europe and Central Asia",4.91462647914887,6.2579445540905,0.221468671225011,0.25766552425921,"MICS","2015",2,0.0207002740353346,6,"Sanitation","x2",0.0207002740353346
"6.3","Kazakhstan","Europe and Central Asia",4.91462647914887,6.2579445540905,0.221468671225011,0.25766552425921,"MICS","2015",3,0.0410884208977222,6,"Drinking water","x3",0.0410884208977222
"6.4","Kazakhstan","Europe and Central Asia",4.91462647914887,6.2579445540905,0.221468671225011,0.25766552425921,"MICS","2015",4,0.000182883115485311,6,"Electricity","x4",0.00518105428433046
"6.5","Kazakhstan","Europe and Central Asia",4.91462647914887,6.2579445540905,0.221468671225011,0.25766552425921,"MICS","2015",5,0.0885645896196365,6,"Housing","x5",0.0885645896196365
"6.6","Kazakhstan","Europe and Central Asia",4.91462647914887,6.2579445540905,0.221468671225011,0.25766552425921,"MICS","2015",6,0.0013345442712307,6,"Assets","x6",0.0013345442712307
"7.1","Montenegro","Europe and Central Asia",2.72592101246119,2.0058149471879,1.87699217349291,1.35025205090642,"MICS","2013",1,0.451349049806595,7,"Cooking fuel","x1",0.451835559308529
"7.2","Montenegro","Europe and Central Asia",2.72592101246119,2.0058149471879,1.87699217349291,1.35025205090642,"MICS","2013",2,0.0441095754504204,7,"Sanitation","x2",0.0441095754504204
"7.3","Montenegro","Europe and Central Asia",2.72592101246119,2.0058149471879,1.87699217349291,1.35025205090642,"MICS","2013",3,0.0238106418401003,7,"Drinking water","x3",0.0238106418401003
"7.4","Montenegro","Europe and Central Asia",2.72592101246119,2.0058149471879,1.87699217349291,1.35025205090642,"MICS","2013",4,0.00295829097740352,7,"Electricity","x4",0.00792870806762948
"7.5","Montenegro","Europe and Central Asia",2.72592101246119,2.0058149471879,1.87699217349291,1.35025205090642,"MICS","2013",5,0.0911119356751442,7,"Housing","x5",0.0911119356751442
"7.6","Montenegro","Europe and Central Asia",2.72592101246119,2.0058149471879,1.87699217349291,1.35025205090642,"MICS","2013",6,0.00168554333504289,7,"Assets","x6",0.00168554333504289
"8.1","Trinidad and Tobago","Latin America and the Caribbean",3.62334400415421,4.65967543423176,5.37666231393814,0.712663028389216,"MICS","2011",1,0.000215027263038792,8,"Cooking fuel","x1",0.0052128769904084
"8.2","Trinidad and Tobago","Latin America and the Caribbean",3.62334400415421,4.65967543423176,5.37666231393814,0.712663028389216,"MICS","2011",2,0.0566418990492821,8,"Sanitation","x2",0.0566418990492821
"8.3","Trinidad and Tobago","Latin America and the Caribbean",3.62334400415421,4.65967543423176,5.37666231393814,0.712663028389216,"MICS","2011",3,0.0166173186153173,8,"Drinking water","x3",0.0166173186153173
"8.4","Trinidad and Tobago","Latin America and the Caribbean",3.62334400415421,4.65967543423176,5.37666231393814,0.712663028389216,"MICS","2011",4,0.0210972689092159,8,"Electricity","x4",0.0258862962201237
"8.5","Trinidad and Tobago","Latin America and the Caribbean",3.62334400415421,4.65967543423176,5.37666231393814,0.712663028389216,"MICS","2011",5,0.125455111265183,8,"Housing","x5",0.125455111265183
"8.6","Trinidad and Tobago","Latin America and the Caribbean",3.62334400415421,4.65967543423176,5.37666231393814,0.712663028389216,"MICS","2011",6,0.00928869470953941,8,"Assets","x6",0.00928869470953941
"9.1","Maldives","South Asia",29.739511013031,1.5839708968997,2.72806342691183,1.29635548219085,"DHS","2016-2017",1,0.00669694086536765,9,"Cooking fuel","x1",0.011629971456714
"9.2","Maldives","South Asia",29.739511013031,1.5839708968997,2.72806342691183,1.29635548219085,"DHS","2016-2017",2,0.0165987890213728,9,"Sanitation","x2",0.0165987890213728
"9.3","Maldives","South Asia",29.739511013031,1.5839708968997,2.72806342691183,1.29635548219085,"DHS","2016-2017",3,0.0157570037990809,9,"Drinking water","x3",0.0157570037990809
"9.4","Maldives","South Asia",29.739511013031,1.5839708968997,2.72806342691183,1.29635548219085,"DHS","2016-2017",4,0.00200648861937225,9,"Electricity","x4",0.00698642373317853
"9.5","Maldives","South Asia",29.739511013031,1.5839708968997,2.72806342691183,1.29635548219085,"DHS","2016-2017",5,0.104299135506153,9,"Housing","x5",0.104299135506153
"9.6","Maldives","South Asia",29.739511013031,1.5839708968997,2.72806342691183,1.29635548219085,"DHS","2016-2017",6,0.00114941736683249,9,"Assets","x6",0.00114941736683249
"10.1","Albania","Europe and Central Asia",5.41356727480888,0.222030514851212,3.24312560260296,2.48391609638929,"DHS","2017-2018",1,0.225546613335609,10,"Cooking fuel","x1",0.228291147202253
"10.2","Albania","Europe and Central Asia",5.41356727480888,0.222030514851212,3.24312560260296,2.48391609638929,"DHS","2017-2018",2,0.0399362780153751,10,"Sanitation","x2",0.0399362780153751
"10.3","Albania","Europe and Central Asia",5.41356727480888,0.222030514851212,3.24312560260296,2.48391609638929,"DHS","2017-2018",3,0.190666779875755,10,"Drinking water","x3",0.190666779875755
"10.4","Albania","Europe and Central Asia",5.41356727480888,0.222030514851212,3.24312560260296,2.48391609638929,"DHS","2017-2018",4,0,10,"Electricity","x4",0.005
"10.5","Albania","Europe and Central Asia",5.41356727480888,0.222030514851212,3.24312560260296,2.48391609638929,"DHS","2017-2018",5,0.0708765164017677,10,"Housing","x5",0.0708765164017677
"10.6","Albania","Europe and Central Asia",5.41356727480888,0.222030514851212,3.24312560260296,2.48391609638929,"DHS","2017-2018",6,0.00464609591290355,10,"Assets","x6",0.00464609591290355
"11.1","Thailand","East Asia and the Pacific",3.68136502802372,2.05294340848923,11.8852771818638,1.09771089628339,"MICS","2015-2016",1,0.214947104454041,11,"Cooking fuel","x1",0.217797633409501
"11.2","Thailand","East Asia and the Pacific",3.68136502802372,2.05294340848923,11.8852771818638,1.09771089628339,"MICS","2015-2016",2,0.027645381167531,11,"Sanitation","x2",0.027645381167531
"11.3","Thailand","East Asia and the Pacific",3.68136502802372,2.05294340848923,11.8852771818638,1.09771089628339,"MICS","2015-2016",3,0.0192292146384716,11,"Drinking water","x3",0.0192292146384716
"11.4","Thailand","East Asia and the Pacific",3.68136502802372,2.05294340848923,11.8852771818638,1.09771089628339,"MICS","2015-2016",4,0.0033241044729948,11,"Electricity","x4",0.00829086342826485
"11.5","Thailand","East Asia and the Pacific",3.68136502802372,2.05294340848923,11.8852771818638,1.09771089628339,"MICS","2015-2016",5,0.0362935252487659,11,"Housing","x5",0.0362935252487659
"11.6","Thailand","East Asia and the Pacific",3.68136502802372,2.05294340848923,11.8852771818638,1.09771089628339,"MICS","2015-2016",6,0.00574778718873859,11,"Assets","x6",0.00574778718873859
"12.1","Moldova","Europe and Central Asia",1.74908321350813,0.515831308439374,2.8984559699893,0.693188607692719,"MICS","2012",1,0.0715851560235024,12,"Cooking fuel","x1",0.0758693044632674
"12.2","Moldova","Europe and Central Asia",1.74908321350813,0.515831308439374,2.8984559699893,0.693188607692719,"MICS","2012",2,0.310062438249588,12,"Sanitation","x2",0.310062438249588
"12.3","Moldova","Europe and Central Asia",1.74908321350813,0.515831308439374,2.8984559699893,0.693188607692719,"MICS","2012",3,0.168953582644463,12,"Drinking water","x3",0.168953582644463
"12.4","Moldova","Europe and Central Asia",1.74908321350813,0.515831308439374,2.8984559699893,0.693188607692719,"MICS","2012",4,0.00490915728732944,12,"Electricity","x4",0.00986006571445614
"12.5","Moldova","Europe and Central Asia",1.74908321350813,0.515831308439374,2.8984559699893,0.693188607692719,"MICS","2012",5,0.0884747952222824,12,"Housing","x5",0.0884747952222824
"12.6","Moldova","Europe and Central Asia",1.74908321350813,0.515831308439374,2.8984559699893,0.693188607692719,"MICS","2012",6,0.0304371286183596,12,"Assets","x6",0.0304371286183596
"13.1","Palestine, State of","Arab States",6.38213455677033,2.10456140339375,1.01645914837718,3.10048703104258,"MICS","2014",1,0.0191045254468918,13,"Cooking fuel","x1",0.0239134801924229
"13.2","Palestine, State of","Arab States",6.38213455677033,2.10456140339375,1.01645914837718,3.10048703104258,"MICS","2014",2,0.0125110652297735,13,"Sanitation","x2",0.0125110652297735
"13.3","Palestine, State of","Arab States",6.38213455677033,2.10456140339375,1.01645914837718,3.10048703104258,"MICS","2014",3,0.396041035652161,13,"Drinking water","x3",0.396041035652161
"13.4","Palestine, State of","Arab States",6.38213455677033,2.10456140339375,1.01645914837718,3.10048703104258,"MICS","2014",4,0.000925516418647021,13,"Electricity","x4",0.00591626125446055
"13.5","Palestine, State of","Arab States",6.38213455677033,2.10456140339375,1.01645914837718,3.10048703104258,"MICS","2014",5,0.00824790727347136,13,"Housing","x5",0.00824790727347136
"13.6","Palestine, State of","Arab States",6.38213455677033,2.10456140339375,1.01645914837718,3.10048703104258,"MICS","2014",6,0.026977077126503,13,"Assets","x6",0.026977077126503
"14.1","Tunisia","Arab States",3.84921990334988,0.730904703959823,8.91623571515083,2.64009181410074,"MICS","2011-2012",1,0.0042246850207448,14,"Cooking fuel","x1",0.00918243817053735
"14.2","Tunisia","Arab States",3.84921990334988,0.730904703959823,8.91623571515083,2.64009181410074,"MICS","2011-2012",2,0.0678487941622734,14,"Sanitation","x2",0.0678487941622734
"14.3","Tunisia","Arab States",3.84921990334988,0.730904703959823,8.91623571515083,2.64009181410074,"MICS","2011-2012",3,0.0711072161793709,14,"Drinking water","x3",0.0711072161793709
"14.4","Tunisia","Arab States",3.84921990334988,0.730904703959823,8.91623571515083,2.64009181410074,"MICS","2011-2012",4,0.0063242195174098,14,"Electricity","x4",0.0112609773222357
"14.5","Tunisia","Arab States",3.84921990334988,0.730904703959823,8.91623571515083,2.64009181410074,"MICS","2011-2012",5,0.0111655704677105,14,"Housing","x5",0.0111655704677105
"14.6","Tunisia","Arab States",3.84921990334988,0.730904703959823,8.91623571515083,2.64009181410074,"MICS","2011-2012",6,0.0192701853811741,14,"Assets","x6",0.0192701853811741
"15.1","Saint Lucia","Latin America and the Caribbean",1.5010547824204,NA,2.07893270999193,0.227315747179091,"MICS","2012",1,0.0249682907015085,15,"Cooking fuel","x1",0.0297186077944934
"15.2","Saint Lucia","Latin America and the Caribbean",1.5010547824204,NA,2.07893270999193,0.227315747179091,"MICS","2012",2,0.100332975387573,15,"Sanitation","x2",0.100332975387573
"15.3","Saint Lucia","Latin America and the Caribbean",1.5010547824204,NA,2.07893270999193,0.227315747179091,"MICS","2012",3,0.016440998762846,15,"Drinking water","x3",0.016440998762846
"15.4","Saint Lucia","Latin America and the Caribbean",1.5010547824204,NA,2.07893270999193,0.227315747179091,"MICS","2012",4,0.0268926285207272,15,"Electricity","x4",0.0316237022355199
"15.5","Saint Lucia","Latin America and the Caribbean",1.5010547824204,NA,2.07893270999193,0.227315747179091,"MICS","2012",5,0.280334442853928,15,"Housing","x5",0.280334442853928
"15.6","Saint Lucia","Latin America and the Caribbean",1.5010547824204,NA,2.07893270999193,0.227315747179091,"MICS","2012",6,0.022577615454793,15,"Assets","x6",0.022577615454793
"16.1","Libya","Arab States",18.0168494582176,0.597237935289741,4.92081232368946,2.41106450557709,"PAPFAM","2014",1,0.00102541816886514,16,"Cooking fuel","x1",0.00601516398717649
"16.2","Libya","Arab States",18.0168494582176,0.597237935289741,4.92081232368946,2.41106450557709,"PAPFAM","2014",2,0.108102850615978,16,"Sanitation","x2",0.108102850615978
"16.3","Libya","Arab States",18.0168494582176,0.597237935289741,4.92081232368946,2.41106450557709,"PAPFAM","2014",3,0.370368540287018,16,"Drinking water","x3",0.370368540287018
"16.4","Libya","Arab States",18.0168494582176,0.597237935289741,4.92081232368946,2.41106450557709,"PAPFAM","2014",4,0.00606781151145697,16,"Electricity","x4",0.0110071333963424
"16.5","Libya","Arab States",18.0168494582176,0.597237935289741,4.92081232368946,2.41106450557709,"PAPFAM","2014",5,0.0708214342594147,16,"Housing","x5",0.0708214342594147
"16.6","Libya","Arab States",18.0168494582176,0.597237935289741,4.92081232368946,2.41106450557709,"PAPFAM","2014",6,0.00178682385012507,16,"Assets","x6",0.00178682385012507
"17.1","Algeria","Arab States",6.84754922986031,1.42486672848463,5.81448301672936,3.04472185671329,"MICS","2012-2013",1,0.00361016113311052,17,"Cooking fuel","x1",0.00857405952177942
"17.2","Algeria","Arab States",6.84754922986031,1.42486672848463,5.81448301672936,3.04472185671329,"MICS","2012-2013",2,0.124107301235199,17,"Sanitation","x2",0.124107301235199
"17.3","Algeria","Arab States",6.84754922986031,1.42486672848463,5.81448301672936,3.04472185671329,"MICS","2012-2013",3,0.194643318653107,17,"Drinking water","x3",0.194643318653107
"17.4","Algeria","Arab States",6.84754922986031,1.42486672848463,5.81448301672936,3.04472185671329,"MICS","2012-2013",4,0.0119973914697766,17,"Electricity","x4",0.0168774175550788
"17.5","Algeria","Arab States",6.84754922986031,1.42486672848463,5.81448301672936,3.04472185671329,"MICS","2012-2013",5,0.10126119852066,17,"Housing","x5",0.10126119852066
"17.6","Algeria","Arab States",6.84754922986031,1.42486672848463,5.81448301672936,3.04472185671329,"MICS","2012-2013",6,0.00670197512954474,17,"Assets","x6",0.00670197512954474
"18.1","Kyrgyzstan","Europe and Central Asia",10.6547601521015,2.07175463438034,0.461236853152514,1.72928236424923,"MICS","2014",1,0.292746067047119,18,"Cooking fuel","x1",0.294818606376648
"18.2","Kyrgyzstan","Europe and Central Asia",10.6547601521015,2.07175463438034,0.461236853152514,1.72928236424923,"MICS","2014",2,0.0252092257142067,18,"Sanitation","x2",0.0252092257142067
"18.3","Kyrgyzstan","Europe and Central Asia",10.6547601521015,2.07175463438034,0.461236853152514,1.72928236424923,"MICS","2014",3,0.160955116152763,18,"Drinking water","x3",0.160955116152763
"18.4","Kyrgyzstan","Europe and Central Asia",10.6547601521015,2.07175463438034,0.461236853152514,1.72928236424923,"MICS","2014",4,0.00191170535981655,18,"Electricity","x4",0.00689258830621838
"18.5","Kyrgyzstan","Europe and Central Asia",10.6547601521015,2.07175463438034,0.461236853152514,1.72928236424923,"MICS","2014",5,0.428448557853699,18,"Housing","x5",0.428448557853699
"18.6","Kyrgyzstan","Europe and Central Asia",10.6547601521015,2.07175463438034,0.461236853152514,1.72928236424923,"MICS","2014",6,0.00588179845362902,18,"Assets","x6",0.00588179845362902
"19.1","Bosnia and Herzegovina","Europe and Central Asia",1.98544766753912,NA,3.53648625314236,1.70521643012762,"MICS","2011-2012",1,0.694019019603729,19,"Cooking fuel","x1",0.692078829407692
"19.2","Bosnia and Herzegovina","Europe and Central Asia",1.98544766753912,NA,3.53648625314236,1.70521643012762,"MICS","2011-2012",2,0.0571837462484837,19,"Sanitation","x2",0.0571837462484837
"19.3","Bosnia and Herzegovina","Europe and Central Asia",1.98544766753912,NA,3.53648625314236,1.70521643012762,"MICS","2011-2012",3,0.0221265237778425,19,"Drinking water","x3",0.0221265237778425
"19.4","Bosnia and Herzegovina","Europe and Central Asia",1.98544766753912,NA,3.53648625314236,1.70521643012762,"MICS","2011-2012",4,0.00207488890737295,19,"Electricity","x4",0.00705414001829922
"19.5","Bosnia and Herzegovina","Europe and Central Asia",1.98544766753912,NA,3.53648625314236,1.70521643012762,"MICS","2011-2012",5,0.0223045721650124,19,"Housing","x5",0.0223045721650124
"19.6","Bosnia and Herzegovina","Europe and Central Asia",1.98544766753912,NA,3.53648625314236,1.70521643012762,"MICS","2011-2012",6,0.00165605323854834,19,"Assets","x6",0.00165605323854834
"20.1","Barbados","Latin America and the Caribbean",2.45751366019249,NA,1.71929113566875,0.398698169738054,"MICS","2012",1,0.000128230691188946,20,"Cooking fuel","x1",0.00512694838427706
"20.2","Barbados","Latin America and the Caribbean",2.45751366019249,NA,1.71929113566875,0.398698169738054,"MICS","2012",2,0.041573379188776,20,"Sanitation","x2",0.041573379188776
"20.3","Barbados","Latin America and the Caribbean",2.45751366019249,NA,1.71929113566875,0.398698169738054,"MICS","2012",3,0.00321894115768373,20,"Drinking water","x3",0.00321894115768373
"20.4","Barbados","Latin America and the Caribbean",2.45751366019249,NA,1.71929113566875,0.398698169738054,"MICS","2012",4,0.00842511374503374,20,"Electricity","x4",0.0133408626075834
"20.5","Barbados","Latin America and the Caribbean",2.45751366019249,NA,1.71929113566875,0.398698169738054,"MICS","2012",5,0.093828871846199,20,"Housing","x5",0.093828871846199
"20.6","Barbados","Latin America and the Caribbean",2.45751366019249,NA,1.71929113566875,0.398698169738054,"MICS","2012",6,0.00408559245988727,20,"Assets","x6",0.00408559245988727
"21.1","TFYR of Macedonia","Europe and Central Asia",1.79195944219828,NA,3.10520641505718,2.39126868546009,"MICS","2011",1,0.337177664041519,21,"Cooking fuel","x1",0.338805887401104
"21.2","TFYR of Macedonia","Europe and Central Asia",1.79195944219828,NA,3.10520641505718,2.39126868546009,"MICS","2011",2,0.0721075609326363,21,"Sanitation","x2",0.0721075609326363
"21.3","TFYR of Macedonia","Europe and Central Asia",1.79195944219828,NA,3.10520641505718,2.39126868546009,"MICS","2011",3,0.0093024168163538,21,"Drinking water","x3",0.0093024168163538
"21.4","TFYR of Macedonia","Europe and Central Asia",1.79195944219828,NA,3.10520641505718,2.39126868546009,"MICS","2011",4,0.00361828878521919,21,"Electricity","x4",0.008582105897367
"21.5","TFYR of Macedonia","Europe and Central Asia",1.79195944219828,NA,3.10520641505718,2.39126868546009,"MICS","2011",5,0.0583601593971252,21,"Housing","x5",0.0583601593971252
"21.6","TFYR of Macedonia","Europe and Central Asia",1.79195944219828,NA,3.10520641505718,2.39126868546009,"MICS","2011",6,0.00423931470140815,21,"Assets","x6",0.00423931470140815
"22.1","Guyana","Latin America and the Caribbean",7.78335258364677,1.97093915194273,3.98777015507221,1.70916300266981,"MICS","2014",1,0.0680110603570938,22,"Cooking fuel","x1",0.0723309497535229
"22.2","Guyana","Latin America and the Caribbean",7.78335258364677,1.97093915194273,3.98777015507221,1.70916300266981,"MICS","2014",2,0.129477754235268,22,"Sanitation","x2",0.129477754235268
"22.3","Guyana","Latin America and the Caribbean",7.78335258364677,1.97093915194273,3.98777015507221,1.70916300266981,"MICS","2014",3,0.0604201778769493,22,"Drinking water","x3",0.0604201778769493
"22.4","Guyana","Latin America and the Caribbean",7.78335258364677,1.97093915194273,3.98777015507221,1.70916300266981,"MICS","2014",4,0.139926910400391,22,"Electricity","x4",0.143527641296387
"22.5","Guyana","Latin America and the Caribbean",7.78335258364677,1.97093915194273,3.98777015507221,1.70916300266981,"MICS","2014",5,0.0943821221590042,22,"Housing","x5",0.0943821221590042
"22.6","Guyana","Latin America and the Caribbean",7.78335258364677,1.97093915194273,3.98777015507221,1.70916300266981,"MICS","2014",6,0.0526867024600506,22,"Assets","x6",0.0526867024600506
"23.1","Dominican Republic","Latin America and the Caribbean",NA,1.31888911128044,8.60607773065567,2.78718359768391,"MICS","2014",1,0.100601367652416,23,"Cooking fuel","x1",0.104595353975892
"23.2","Dominican Republic","Latin America and the Caribbean",NA,1.31888911128044,8.60607773065567,2.78718359768391,"MICS","2014",2,0.165841221809387,23,"Sanitation","x2",0.165841221809387
"23.3","Dominican Republic","Latin America and the Caribbean",NA,1.31888911128044,8.60607773065567,2.78718359768391,"MICS","2014",3,0.0930003002285957,23,"Drinking water","x3",0.0930003002285957
"23.4","Dominican Republic","Latin America and the Caribbean",NA,1.31888911128044,8.60607773065567,2.78718359768391,"MICS","2014",4,0.0238782986998558,23,"Electricity","x4",0.0286395157128572
"23.5","Dominican Republic","Latin America and the Caribbean",NA,1.31888911128044,8.60607773065567,2.78718359768391,"MICS","2014",5,0.123365312814713,23,"Housing","x5",0.123365312814713
"23.6","Dominican Republic","Latin America and the Caribbean",NA,1.31888911128044,8.60607773065567,2.78718359768391,"MICS","2014",6,0.0534024685621262,23,"Assets","x6",0.0534024685621262
"24.1","China","East Asia and the Pacific",26.924866437912,0.063897657673806,6.00419715046883,3.37853692471981,"CFPS","2014",1,0.335180759429932,24,"Cooking fuel","x1",0.336828951835633
"24.2","China","East Asia and the Pacific",26.924866437912,0.063897657673806,6.00419715046883,3.37853692471981,"CFPS","2014",2,0.0593207031488419,24,"Sanitation","x2",0.0593207031488419
"24.3","China","East Asia and the Pacific",26.924866437912,0.063897657673806,6.00419715046883,3.37853692471981,"CFPS","2014",3,0.289260387420654,24,"Drinking water","x3",0.289260387420654
"24.4","China","East Asia and the Pacific",26.924866437912,0.063897657673806,6.00419715046883,3.37853692471981,"CFPS","2014",4,0.00241444841958582,24,"Electricity","x4",0.00739030393538996
"24.6","China","East Asia and the Pacific",26.924866437912,0.063897657673806,6.00419715046883,3.37853692471981,"CFPS","2014",6,0.0254539381712675,24,"Assets","x6",0.0254539381712675
"25.1","Brazil","Latin America and the Caribbean",NA,2.44020614773035,12.2681334614754,0.862570106983185,"PNAD","2015",1,0.0444065034389496,25,"Cooking fuel","x1",0.0489624384045601
"25.2","Brazil","Latin America and the Caribbean",NA,2.44020614773035,12.2681334614754,0.862570106983185,"PNAD","2015",2,0.368151426315308,25,"Sanitation","x2",0.368151426315308
"25.3","Brazil","Latin America and the Caribbean",NA,2.44020614773035,12.2681334614754,0.862570106983185,"PNAD","2015",3,0.154542908072472,25,"Drinking water","x3",0.154542908072472
"25.4","Brazil","Latin America and the Caribbean",NA,2.44020614773035,12.2681334614754,0.862570106983185,"PNAD","2015",4,0.00273093674331903,25,"Electricity","x4",0.00770362737588584
"25.5","Brazil","Latin America and the Caribbean",NA,2.44020614773035,12.2681334614754,0.862570106983185,"PNAD","2015",5,0.0178031697869301,25,"Housing","x5",0.0178031697869301
"25.6","Brazil","Latin America and the Caribbean",NA,2.44020614773035,12.2681334614754,0.862570106983185,"PNAD","2015",6,0.00669035874307156,25,"Assets","x6",0.00669035874307156
"26.1","Belize","Latin America and the Caribbean",9.47499945759773,3.40842381119728,1.98252405971289,5.33238537609577,"MICS","2015-2016",1,0.150870248675346,26,"Cooking fuel","x1",0.154361546188593
"26.2","Belize","Latin America and the Caribbean",9.47499945759773,3.40842381119728,1.98252405971289,5.33238537609577,"MICS","2015-2016",2,0.133156955242157,26,"Sanitation","x2",0.133156955242157
