,Date,Product,Category,Sales
333,2022-05-21,Pixelophone_XL,Pixel,784.0
334,2022-05-22,Pixelophone_XL,Pixel,669.0
335,2022-05-23,Pixelophone_XL,Pixel,783.0
336,2022-05-24,Pixelophone_XL,Pixel,730.0
337,2022-05-25,Pixelophone_XL,Pixel,850.0
338,2022-05-26,Pixelophone_XL,Pixel,824.0
339,2022-05-27,Pixelophone_XL,Pixel,752.0
340,2022-05-28,Pixelophone_XL,Pixel,744.0
341,2022-05-29,Pixelophone_XL,Pixel,721.0
342,2022-05-30,Pixelophone_XL,Pixel,763.0
343,2022-05-31,Pixelophone_XL,Pixel,774.0
344,2022-06-01,Pixelophone_XL,Pixel,774.0
345,2022-06-02,Pixelophone_XL,Pixel,803.0
346,2022-06-03,Pixelophone_XL,Pixel,828.0
347,2022-06-04,Pixelophone_XL,Pixel,820.0
348,2022-06-05,Pixelophone_XL,Pixel,768.0
349,2022-06-06,Pixelophone_XL,Pixel,738.0
350,2022-06-07,Pixelophone_XL,Pixel,881.0
351,2022-06-08,Pixelophone_XL,Pixel,782.0
352,2022-06-09,Pixelophone_XL,Pixel,787.0
353,2022-06-10,Pixelophone_XL,Pixel,797.0
354,2022-06-11,Pixelophone_XL,Pixel,735.0
355,2022-06-12,Pixelophone_XL,Pixel,807.0
356,2022-06-13,Pixelophone_XL,Pixel,810.0
357,2022-06-14,Pixelophone_XL,Pixel,868.0
358,2022-06-15,Pixelophone_XL,Pixel,876.0
359,2022-06-16,Pixelophone_XL,Pixel,845.0
360,2022-06-17,Pixelophone_XL,Pixel,894.0
361,2022-06-18,Pixelophone_XL,Pixel,868.0
362,2022-06-19,Pixelophone_XL,Pixel,854.0
363,2022-06-20,Pixelophone_XL,Pixel,866.0
364,2022-06-21,Pixelophone_XL,Pixel,852.0
365,2022-06-22,Pixelophone_XL,Pixel,846.0
366,2022-06-23,Pixelophone_XL,Pixel,855.0
367,2022-06-24,Pixelophone_XL,Pixel,816.0
368,2022-06-25,Pixelophone_XL,Pixel,890.0
369,2022-06-26,Pixelophone_XL,Pixel,830.0
370,2022-06-27,Pixelophone_XL,Pixel,925.0
371,2022-06-28,Pixelophone_XL,Pixel,874.0
372,2022-06-29,Pixelophone_XL,Pixel,892.0
373,2022-06-30,Pixelophone_XL,Pixel,918.0
374,2022-07-01,Pixelophone_XL,Pixel,1393.0
375,2022-07-02,Pixelophone_XL,Pixel,1233.0
376,2022-07-03,Pixelophone_XL,Pixel,1340.0
377,2022-07-04,Pixelophone_XL,Pixel,1427.0
378,2022-07-05,Pixelophone_XL,Pixel,1239.0
379,2022-07-06,Pixelophone_XL,Pixel,1400.0
380,2022-07-07,Pixelophone_XL,Pixel,1208.0
381,2022-07-08,Pixelophone_XL,Pixel,1305.0
382,2022-07-09,Pixelophone_XL,Pixel,1390.0
383,2022-07-10,Pixelophone_XL,Pixel,1268.0
384,2022-07-11,Pixelophone_XL,Pixel,1324.0
385,2022-07-12,Pixelophone_XL,Pixel,1293.0
386,2022-07-13,Pixelophone_XL,Pixel,1532.0
387,2022-07-14,Pixelophone_XL,Pixel,1426.0
388,2022-07-15,Pixelophone_XL,Pixel,1461.0
389,2022-07-16,Pixelophone_XL,Pixel,1407.0
390,2022-07-17,Pixelophone_XL,Pixel,1403.0
391,2022-07-18,Pixelophone_XL,Pixel,1313.0
392,2022-07-19,Pixelophone_XL,Pixel,1418.0
393,2022-07-20,Pixelophone_XL,Pixel,1388.0
394,2022-07-21,Pixelophone_XL,Pixel,1514.0
395,2022-07-22,Pixelophone_XL,Pixel,1541.0
396,2022-07-23,Pixelophone_XL,Pixel,1571.0
397,2022-07-24,Pixelophone_XL,Pixel,1530.0
398,2022-07-25,Pixelophone_XL,Pixel,1426.0
399,2022-07-26,Pixelophone_XL,Pixel,1393.0
400,2022-07-27,Pixelophone_XL,Pixel,1539.0
401,2022-07-28,Pixelophone_XL,Pixel,1514.0
402,2022-07-29,Pixelophone_XL,Pixel,1359.0
403,2022-07-30,Pixelophone_XL,Pixel,1524.0
404,2022-07-31,Pixelophone_XL,Pixel,1564.0
405,2022-08-01,Pixelophone_XL,Pixel,1008.0
406,2022-08-02,Pixelophone_XL,Pixel,999.0
407,2022-08-03,Pixelophone_XL,Pixel,972.0
408,2022-08-04,Pixelophone_XL,Pixel,943.0
409,2022-08-05,Pixelophone_XL,Pixel,1059.0
410,2022-08-06,Pixelophone_XL,Pixel,1007.0
411,2022-08-07,Pixelophone_XL,Pixel,1014.0
412,2022-08-08,Pixelophone_XL,Pixel,1116.0
413,2022-08-09,Pixelophone_XL,Pixel,1067.0
414,2022-08-10,Pixelophone_XL,Pixel,1055.0
415,2022-08-11,Pixelophone_XL,Pixel,1047.0
416,2022-08-12,Pixelophone_XL,Pixel,1120.0
417,2022-08-13,Pixelophone_XL,Pixel,1133.0
418,2022-08-14,Pixelophone_XL,Pixel,1097.0
419,2022-08-15,Pixelophone_XL,Pixel,1083.0
420,2022-08-16,Pixelophone_XL,Pixel,953.0
421,2022-08-17,Pixelophone_XL,Pixel,1067.0
422,2022-08-18,Pixelophone_XL,Pixel,1058.0
423,2022-08-19,Pixelophone_XL,Pixel,1073.0
424,2022-08-20,Pixelophone_XL,Pixel,1119.0
425,2022-08-21,Pixelophone_XL,Pixel,938.0
426,2022-08-22,Pixelophone_XL,Pixel,1050.0
427,2022-08-23,Pixelophone_XL,Pixel,1096.0
428,2022-08-24,Pixelophone_XL,Pixel,1062.0
429,2022-08-25,Pixelophone_XL,Pixel,1018.0
430,2022-08-26,Pixelophone_XL,Pixel,1136.0
431,2022-08-27,Pixelophone_XL,Pixel,1110.0
432,2022-08-28,Pixelophone_XL,Pixel,1051.0
433,2022-08-29,Pixelophone_XL,Pixel,1119.0
434,2022-08-30,Pixelophone_XL,Pixel,1148.0
435,2022-08-31,Pixelophone_XL,Pixel,1110.0
436,2022-09-01,Pixelophone_XL,Pixel,1154.0
437,2022-09-02,Pixelophone_XL,Pixel,1121.0
438,2022-09-03,Pixelophone_XL,Pixel,1172.0
439,2022-09-04,Pixelophone_XL,Pixel,1132.0
440,2022-09-05,Pixelophone_XL,Pixel,1184.0
441,2022-09-06,Pixelophone_XL,Pixel,1196.0
442,2022-09-07,Pixelophone_XL,Pixel,1228.0
443,2022-09-08,Pixelophone_XL,Pixel,1176.0
444,2022-09-09,Pixelophone_XL,Pixel,1203.0
445,2022-09-10,Pixelophone_XL,Pixel,1130.0
446,2022-09-11,Pixelophone_XL,Pixel,1137.0
447,2022-09-12,Pixelophone_XL,Pixel,1168.0
448,2022-09-13,Pixelophone_XL,Pixel,1119.0
449,2022-09-14,Pixelophone_XL,Pixel,1211.0
450,2022-09-15,Pixelophone_XL,Pixel,1191.0
451,2022-09-16,Pixelophone_XL,Pixel,1180.0
452,2022-09-17,Pixelophone_XL,Pixel,1181.0
453,2022-09-18,Pixelophone_XL,Pixel,1263.0
454,2022-09-19,Pixelophone_XL,Pixel,1136.0
455,2022-09-20,Pixelophone_XL,Pixel,1048.0
456,2022-09-21,Pixelophone_XL,Pixel,1166.0
457,2022-09-22,Pixelophone_XL,Pixel,1151.0
458,2022-09-23,Pixelophone_XL,Pixel,1126.0
459,2022-09-24,Pixelophone_XL,Pixel,1101.0
460,2022-09-25,Pixelophone_XL,Pixel,1126.0
461,2022-09-26,Pixelophone_XL,Pixel,1155.0
462,2022-09-27,Pixelophone_XL,Pixel,1119.0
463,2022-09-28,Pixelophone_XL,Pixel,1262.0
464,2022-09-29,Pixelophone_XL,Pixel,1092.0
465,2022-09-30,Pixelophone_XL,Pixel,1098.0
466,2022-10-01,Pixelophone_XL,Pixel,1021.0
467,2022-10-02,Pixelophone_XL,Pixel,1146.0
468,2022-10-03,Pixelophone_XL,Pixel,1031.0
469,2022-10-04,Pixelophone_XL,Pixel,1103.0
470,2022-10-05,Pixelophone_XL,Pixel,1114.0
471,2022-10-06,Pixelophone_XL,Pixel,1090.0
472,2022-10-07,Pixelophone_XL,Pixel,1210.0
473,2022-10-08,Pixelophone_XL,Pixel,1171.0
474,2022-10-09,Pixelophone_XL,Pixel,1185.0
475,2022-10-10,Pixelophone_XL,Pixel,1073.0
476,2022-10-11,Pixelophone_XL,Pixel,1172.0
477,2022-10-12,Pixelophone_XL,Pixel,1138.0
478,2022-10-13,Pixelophone_XL,Pixel,1150.0
479,2022-10-14,Pixelophone_XL,Pixel,1161.0
480,2022-10-15,Pixelophone_XL,Pixel,1062.0
481,2022-10-16,Pixelophone_XL,Pixel,1084.0
482,2022-10-17,Pixelophone_XL,Pixel,1147.0
483,2022-10-18,Pixelophone_XL,Pixel,969.0
484,2022-10-19,Pixelophone_XL,Pixel,1175.0
485,2022-10-20,Pixelophone_XL,Pixel,1125.0
486,2022-10-21,Pixelophone_XL,Pixel,1093.0
487,2022-10-22,Pixelophone_XL,Pixel,1104.0
488,2022-10-23,Pixelophone_XL,Pixel,1040.0
489,2022-10-24,Pixelophone_XL,Pixel,1072.0
490,2022-10-25,Pixelophone_XL,Pixel,1142.0
491,2022-10-26,Pixelophone_XL,Pixel,1150.0
492,2022-10-27,Pixelophone_XL,Pixel,1218.0
493,2022-10-28,Pixelophone_XL,Pixel,1078.0
