"","person","time","urge","dep","urge_c","dep_c","urge_cb","urge_cw","dep_cb","dep_cw","urge1","urge_cw1"
"15",1,15,-2.485672,-1.915834,-2.4936833236,-1.9287670338,-0.3070435836,-2.18663974,-0.1891985938,-1.73956844,-0.607979,-0.30894674
"16",1,16,-3.742614,-1.705776,-3.7506253236,-1.7187090338,-0.3070435836,-3.44358174,-0.1891985938,-1.52951044,-2.485672,-2.18663974
"17",1,17,-2.303888,0.523705,-2.3118993236,0.5107719662,-0.3070435836,-2.00485574,-0.1891985938,0.69997056,-3.742614,-3.44358174
"18",1,18,-0.574191,0.795179,-0.5822023236,0.7822459662,-0.3070435836,-0.27515874,-0.1891985938,0.97144456,-2.303888,-2.00485574
"19",1,19,-2.221173,-0.396438,-2.2291843236,-0.4093710338,-0.3070435836,-1.92214074,-0.1891985938,-0.22017244,-0.574191,-0.27515874
"20",1,20,3.735361,2.044719,3.7273496764,2.0317859662,-0.3070435836,4.03439326,-0.1891985938,2.22098456,-2.221173,-1.92214074
"21",1,21,2.276332,-0.396022,2.2683206764,-0.4089550338,-0.3070435836,2.57536426,-0.1891985938,-0.21975644,3.735361,4.03439326
"22",1,22,1.441661,-0.615852,1.4336496764,-0.6287850338,-0.3070435836,1.74069326,-0.1891985938,-0.43958644,2.276332,2.57536426
"23",1,23,0.864048,-0.805442,0.8560366764,-0.8183750338,-0.3070435836,1.16308026,-0.1891985938,-0.62917644,1.441661,1.74069326
"24",1,24,1.985923,1.411073,1.9779116764,1.3981399662,-0.3070435836,2.28495526,-0.1891985938,1.58733856,0.864048,1.16308026
"25",1,25,-1.334477,-0.908477,-1.3424883236,-0.9214100338,-0.3070435836,-1.03544474,-0.1891985938,-0.73221144,1.985923,2.28495526
"26",1,26,-0.805863,0.082187,-0.8138743236,0.0692539662,-0.3070435836,-0.50683074,-0.1891985938,0.25845256,-1.334477,-1.03544474
"27",1,27,-1.213204,0.134271,-1.2212153236,0.1213379662,-0.3070435836,-0.91417174,-0.1891985938,0.31053656,-0.805863,-0.50683074
"28",1,28,-2.292683,-0.07637,-2.3006943236,-0.0893030338,-0.3070435836,-1.99365074,-0.1891985938,0.09989556,-1.213204,-0.91417174
"29",1,29,0.963781,0.431275,0.9557696764,0.4183419662,-0.3070435836,1.26281326,-0.1891985938,0.60754056,-2.292683,-1.99365074
"30",1,30,2.704172,0.883774,2.6961606764,0.8708409662,-0.3070435836,3.00320426,-0.1891985938,1.06003956,0.963781,1.26281326
"31",1,31,3.666885,1.775256,3.6588736764,1.7623229662,-0.3070435836,3.96591726,-0.1891985938,1.95152156,2.704172,3.00320426
"32",1,32,2.730658,1.4046,2.7226466764,1.3916669662,-0.3070435836,3.02969026,-0.1891985938,1.58086556,3.666885,3.96591726
"33",1,33,0.333661,0.235975,0.3256496764,0.2230419662,-0.3070435836,0.63269326,-0.1891985938,0.41224056,2.730658,3.02969026
"34",1,34,-0.603573,-0.383511,-0.6115843236,-0.3964440338,-0.3070435836,-0.30454074,-0.1891985938,-0.20724544,0.333661,0.63269326
"35",1,35,0.227934,0.545716,0.2199226764,0.5327829662,-0.3070435836,0.52696626,-0.1891985938,0.72198156,-0.603573,-0.30454074
"36",1,36,1.411294,0.742222,1.4032826764,0.7292889662,-0.3070435836,1.71032626,-0.1891985938,0.91848756,0.227934,0.52696626
"37",1,37,0.552072,-0.283023,0.5440606764,-0.2959560338,-0.3070435836,0.85110426,-0.1891985938,-0.10675744,1.411294,1.71032626
"38",1,38,-2.591843,-2.39673,-2.5998543236,-2.4096630338,-0.3070435836,-2.29281074,-0.1891985938,-2.22046444,0.552072,0.85110426
"39",1,39,-2.678458,-1.146118,-2.6864693236,-1.1590510338,-0.3070435836,-2.37942574,-0.1891985938,-0.96985244,-2.591843,-2.29281074
"40",1,40,-4.565652,-2.550343,-4.5736633236,-2.5632760338,-0.3070435836,-4.26661974,-0.1891985938,-2.37407744,-2.678458,-2.37942574
"41",1,41,-4.949683,-1.18222,-4.9576943236,-1.1951530338,-0.3070435836,-4.65065074,-0.1891985938,-1.00595444,-4.565652,-4.26661974
"42",1,42,-1.832066,0.162831,-1.8400773236,0.1498979662,-0.3070435836,-1.53303374,-0.1891985938,0.33909656,-4.949683,-4.65065074
"43",1,43,-3.50584,-1.595271,-3.5138513236,-1.6082040338,-0.3070435836,-3.20680774,-0.1891985938,-1.41900544,-1.832066,-1.53303374
"44",1,44,-1.652264,-0.560002,-1.6602753236,-0.5729350338,-0.3070435836,-1.35323174,-0.1891985938,-0.38373644,-3.50584,-3.20680774
"45",1,45,3.508784,0.832702,3.5007726764,0.8197689662,-0.3070435836,3.80781626,-0.1891985938,1.00896756,-1.652264,-1.35323174
"46",1,46,2.835502,0.252762,2.8274906764,0.2398289662,-0.3070435836,3.13453426,-0.1891985938,0.42902756,3.508784,3.80781626
"47",1,47,3.510258,1.182618,3.5022466764,1.1696849662,-0.3070435836,3.80929026,-0.1891985938,1.35888356,2.835502,3.13453426
"48",1,48,-0.255733,-1.34054,-0.2637443236,-1.3534730338,-0.3070435836,0.04329926,-0.1891985938,-1.16427444,3.510258,3.80929026
"49",1,49,-0.424629,-0.624658,-0.4326403236,-0.6375910338,-0.3070435836,-0.12559674,-0.1891985938,-0.44839244,-0.255733,0.04329926
"50",1,50,-0.165152,-0.131931,-0.1731633236,-0.1448640338,-0.3070435836,0.13388026,-0.1891985938,0.04433456,-0.424629,-0.12559674
"51",2,1,1.646669,0.677749,1.6386576764,0.6648159662,-0.4841408036,2.12279848,-0.0164969938,0.68131296,NA,NA
"52",2,2,0.308476,1.488078,0.3004646764,1.4751449662,-0.4841408036,0.78460548,-0.0164969938,1.49164196,1.646669,2.12279848
"53",2,3,0.462436,0.031332,0.4544246764,0.0183989662,-0.4841408036,0.93856548,-0.0164969938,0.03489596,0.308476,0.78460548
"54",2,4,-1.091857,-1.019932,-1.0998683236,-1.0328650338,-0.4841408036,-0.61572752,-0.0164969938,-1.01636804,0.462436,0.93856548
"55",2,5,1.66723,1.068367,1.6592186764,1.0554339662,-0.4841408036,2.14335948,-0.0164969938,1.07193096,-1.091857,-0.61572752
"56",2,6,-0.144663,0.51239,-0.1526743236,0.4994569662,-0.4841408036,0.33146648,-0.0164969938,0.51595396,1.66723,2.14335948
"57",2,7,-1.068816,-0.430402,-1.0768273236,-0.4433350338,-0.4841408036,-0.59268652,-0.0164969938,-0.42683804,-0.144663,0.33146648
"58",2,8,-0.863723,-1.284338,-0.8717343236,-1.2972710338,-0.4841408036,-0.38759352,-0.0164969938,-1.28077404,-1.068816,-0.59268652
"59",2,9,-3.342712,-0.789969,-3.3507233236,-0.8029020338,-0.4841408036,-2.86658252,-0.0164969938,-0.78640504,-0.863723,-0.38759352
"60",2,10,-1.551073,-0.663091,-1.5590843236,-0.6760240338,-0.4841408036,-1.07494352,-0.0164969938,-0.65952704,-3.342712,-2.86658252
"61",2,11,-1.701231,0.389126,-1.7092423236,0.3761929662,-0.4841408036,-1.22510152,-0.0164969938,0.39268996,-1.551073,-1.07494352
"62",2,12,1.293509,1.233576,1.2854976764,1.2206429662,-0.4841408036,1.76963848,-0.0164969938,1.23713996,-1.701231,-1.22510152
"63",2,13,0.025394,-0.279406,0.0173826764,-0.2923390338,-0.4841408036,0.50152348,-0.0164969938,-0.27584204,1.293509,1.76963848
"64",2,14,-1.479456,-0.302565,-1.4874673236,-0.3154980338,-0.4841408036,-1.00332652,-0.0164969938,-0.29900104,0.025394,0.50152348
"65",2,15,1.825191,1.103128,1.8171796764,1.0901949662,-0.4841408036,2.30132048,-0.0164969938,1.10669196,-1.479456,-1.00332652
"66",2,16,-1.176582,-1.280657,-1.1845933236,-1.2935900338,-0.4841408036,-0.70045252,-0.0164969938,-1.27709304,1.825191,2.30132048
"67",2,17,-0.189768,-0.234865,-0.1977793236,-0.2477980338,-0.4841408036,0.28636148,-0.0164969938,-0.23130104,-1.176582,-0.70045252
"68",2,18,-0.338188,-0.724624,-0.3461993236,-0.7375570338,-0.4841408036,0.13794148,-0.0164969938,-0.72106004,-0.189768,0.28636148
"69",2,19,3.065049,0.802541,3.0570376764,0.7896079662,-0.4841408036,3.54117848,-0.0164969938,0.80610496,-0.338188,0.13794148
"70",2,20,0.791866,0.04836,0.7838546764,0.0354269662,-0.4841408036,1.26799548,-0.0164969938,0.05192396,3.065049,3.54117848
"71",2,21,-0.867193,-0.987356,-0.8752043236,-1.0002890338,-0.4841408036,-0.39106352,-0.0164969938,-0.98379204,0.791866,1.26799548
"72",2,22,0.225186,0.183785,0.2171746764,0.1708519662,-0.4841408036,0.70131548,-0.0164969938,0.18734896,-0.867193,-0.39106352
"73",2,23,-3.122102,-1.753172,-3.1301133236,-1.7661050338,-0.4841408036,-2.64597252,-0.0164969938,-1.74960804,0.225186,0.70131548
"74",2,24,-2.460535,0.576143,-2.4685463236,0.5632099662,-0.4841408036,-1.98440552,-0.0164969938,0.57970696,-3.122102,-2.64597252
"75",2,25,0.659889,1.628845,0.6518776764,1.6159119662,-0.4841408036,1.13601848,-0.0164969938,1.63240896,-2.460535,-1.98440552
"76",2,26,-1.987635,0.886034,-1.9956463236,0.8731009662,-0.4841408036,-1.51150552,-0.0164969938,0.88959796,0.659889,1.13601848
"77",2,27,1.713813,0.896876,1.7058016764,0.8839429662,-0.4841408036,2.18994248,-0.0164969938,0.90043996,-1.987635,-1.51150552
"78",2,28,-0.623214,-0.794163,-0.6312253236,-0.8070960338,-0.4841408036,-0.14708452,-0.0164969938,-0.79059904,1.713813,2.18994248
"79",2,29,1.536202,0.405464,1.5281906764,0.3925309662,-0.4841408036,2.01233148,-0.0164969938,0.40902796,-0.623214,-0.14708452
"80",2,30,-1.257314,0.036652,-1.2653253236,0.0237189662,-0.4841408036,-0.78118452,-0.0164969938,0.04021596,1.536202,2.01233148
"81",2,31,-1.764593,-0.365001,-1.7726043236,-0.3779340338,-0.4841408036,-1.28846352,-0.0164969938,-0.36143704,-1.257314,-0.78118452
"82",2,32,0.372689,1.247069,0.3646776764,1.2341359662,-0.4841408036,0.84881848,-0.0164969938,1.25063296,-1.764593,-1.28846352
"83",2,33,1.945993,1.842517,1.9379816764,1.8295839662,-0.4841408036,2.42212248,-0.0164969938,1.84608096,0.372689,0.84881848
"84",2,34,1.20007,1.029626,1.1920586764,1.0166929662,-0.4841408036,1.67619948,-0.0164969938,1.03318996,1.945993,2.42212248
"85",2,35,-1.232882,-0.740438,-1.2408933236,-0.7533710338,-0.4841408036,-0.75675252,-0.0164969938,-0.73687404,1.20007,1.67619948
"86",2,36,-2.84026,-1.274636,-2.8482713236,-1.2875690338,-0.4841408036,-2.36413052,-0.0164969938,-1.27107204,-1.232882,-0.75675252
"87",2,37,-1.199336,-0.874825,-1.2073473236,-0.8877580338,-0.4841408036,-0.72320652,-0.0164969938,-0.87126104,-2.84026,-2.36413052
"88",2,38,0.541582,0.646197,0.5335706764,0.6332639662,-0.4841408036,1.01771148,-0.0164969938,0.64976096,-1.199336,-0.72320652
"89",2,39,0.5456,0.423603,0.5375886764,0.4106699662,-0.4841408036,1.02172948,-0.0164969938,0.42716696,0.541582,1.01771148
"90",2,40,-0.818879,-0.500178,-0.8268903236,-0.5131110338,-0.4841408036,-0.34274952,-0.0164969938,-0.49661404,0.5456,1.02172948
"91",2,41,0.293225,-0.256292,0.2852136764,-0.2692250338,-0.4841408036,0.76935448,-0.0164969938,-0.25272804,-0.818879,-0.34274952
"92",2,42,-1.208487,-1.131777,-1.2164983236,-1.1447100338,-0.4841408036,-0.73235752,-0.0164969938,-1.12821304,0.293225,0.76935448
"93",2,43,-1.409738,0.238859,-1.4177493236,0.2259259662,-0.4841408036,-0.93360852,-0.0164969938,0.24242296,-1.208487,-0.73235752
"94",2,44,-0.579896,1.220699,-0.5879073236,1.2077659662,-0.4841408036,-0.10376652,-0.0164969938,1.22426296,-1.409738,-0.93360852
"95",2,45,-2.164476,-0.95004,-2.1724873236,-0.9629730338,-0.4841408036,-1.68834652,-0.0164969938,-0.94647604,-0.579896,-0.10376652
"96",2,46,-2.29717,-0.039743,-2.3051813236,-0.0526760338,-0.4841408036,-1.82104052,-0.0164969938,-0.03617904,-2.164476,-1.68834652
"97",2,47,-2.012996,-1.353828,-2.0210073236,-1.3667610338,-0.4841408036,-1.53686652,-0.0164969938,-1.35026404,-2.29717,-1.82104052
"98",2,48,-0.17653,0.593644,-0.1845413236,0.5807109662,-0.4841408036,0.29959948,-0.0164969938,0.59720796,-2.012996,-1.53686652
"99",2,49,-0.08322,-0.195537,-0.0912313236,-0.2084700338,-0.4841408036,0.39290948,-0.0164969938,-0.19197304,-0.17653,0.29959948
"100",2,50,-2.872018,-1.162023,-2.8800293236,-1.1749560338,-0.4841408036,-2.39588852,-0.0164969938,-1.15845904,-0.08322,0.39290948
"101",3,1,-1.723227,-0.613732,-1.7312383236,-0.6266650338,-0.6673079836,-1.06393034,-0.0862337138,-0.54043132,NA,NA
"102",3,2,-1.614248,-1.4889,-1.6222593236,-1.5018330338,-0.6673079836,-0.95495134,-0.0862337138,-1.41559932,-1.723227,-1.06393034
"103",3,3,-1.145678,-0.27113,-1.1536893236,-0.2840630338,-0.6673079836,-0.48638134,-0.0862337138,-0.19782932,-1.614248,-0.95495134
"104",3,4,-0.618229,-0.109297,-0.6262403236,-0.1222300338,-0.6673079836,0.04106766,-0.0862337138,-0.03599632,-1.145678,-0.48638134
"105",3,5,-0.235721,-0.033172,-0.2437323236,-0.0461050338,-0.6673079836,0.42357566,-0.0862337138,0.04012868,-0.618229,0.04106766
"106",3,6,-1.227129,-0.328487,-1.2351403236,-0.3414200338,-0.6673079836,-0.56783234,-0.0862337138,-0.25518632,-0.235721,0.42357566
"107",3,7,0.39928,1.411473,0.3912686764,1.3985399662,-0.6673079836,1.05857666,-0.0862337138,1.48477368,-1.227129,-0.56783234
"108",3,8,1.047662,0.804735,1.0396506764,0.7918019662,-0.6673079836,1.70695866,-0.0862337138,0.87803568,0.39928,1.05857666
"109",3,9,-1.804954,-1.154251,-1.8129653236,-1.1671840338,-0.6673079836,-1.14565734,-0.0862337138,-1.08095032,1.047662,1.70695866
"110",3,10,-1.383593,0.178961,-1.3916043236,0.1660279662,-0.6673079836,-0.72429634,-0.0862337138,0.25226168,-1.804954,-1.14565734
"111",3,11,-1.645177,-0.680848,-1.6531883236,-0.6937810338,-0.6673079836,-0.98588034,-0.0862337138,-0.60754732,-1.383593,-0.72429634
"112",3,12,-0.242793,-0.098913,-0.2508043236,-0.1118460338,-0.6673079836,0.41650366,-0.0862337138,-0.02561232,-1.645177,-0.98588034
"113",3,13,-0.254579,0.586797,-0.2625903236,0.5738639662,-0.6673079836,0.40471766,-0.0862337138,0.66009768,-0.242793,0.41650366
"114",3,14,1.426502,1.158391,1.4184906764,1.1454579662,-0.6673079836,2.08579866,-0.0862337138,1.23169168,-0.254579,0.40471766
"115",3,15,-0.530126,0.072954,-0.5381373236,0.0600209662,-0.6673079836,0.12917066,-0.0862337138,0.14625468,1.426502,2.08579866
"116",3,16,-1.412148,0.670817,-1.4201593236,0.6578839662,-0.6673079836,-0.75285134,-0.0862337138,0.74411768,-0.530126,0.12917066
"117",3,17,-1.910773,-2.253385,-1.9187843236,-2.2663180338,-0.6673079836,-1.25147634,-0.0862337138,-2.18008432,-1.412148,-0.75285134
"118",3,18,-2.016791,-0.282956,-2.0248023236,-0.2958890338,-0.6673079836,-1.35749434,-0.0862337138,-0.20965532,-1.910773,-1.25147634
"119",3,19,0.838722,0.29054,0.8307106764,0.2776069662,-0.6673079836,1.49801866,-0.0862337138,0.36384068,-2.016791,-1.35749434
"120",3,20,0.47176,0.654147,0.4637486764,0.6412139662,-0.6673079836,1.13105666,-0.0862337138,0.72744768,0.838722,1.49801866
"121",3,21,-0.730733,-0.086102,-0.7387443236,-0.0990350338,-0.6673079836,-0.07143634,-0.0862337138,-0.01280132,0.47176,1.13105666
"122",3,22,-1.769036,-1.671566,-1.7770473236,-1.6844990338,-0.6673079836,-1.10973934,-0.0862337138,-1.59826532,-0.730733,-0.07143634
"123",3,23,0.660492,2.220909,0.6524806764,2.2079759662,-0.6673079836,1.31978866,-0.0862337138,2.29420968,-1.769036,-1.10973934
"124",3,24,0.569603,-0.08091,0.5615916764,-0.0938430338,-0.6673079836,1.22889966,-0.0862337138,-0.00760931999999999,0.660492,1.31978866
"125",3,25,-1.134925,-0.405355,-1.1429363236,-0.4182880338,-0.6673079836,-0.47562834,-0.0862337138,-0.33205432,0.569603,1.22889966
"126",3,26,1.498617,1.558324,1.4906056764,1.5453909662,-0.6673079836,2.15791366,-0.0862337138,1.63162468,-1.134925,-0.47562834
"127",3,27,-1.961935,-0.493072,-1.9699463236,-0.5060050338,-0.6673079836,-1.30263834,-0.0862337138,-0.41977132,1.498617,2.15791366
"128",3,28,0.005502,1.318678,-0.0025093236,1.3057449662,-0.6673079836,0.66479866,-0.0862337138,1.39197868,-1.961935,-1.30263834
"129",3,29,-1.588634,-1.907773,-1.5966453236,-1.9207060338,-0.6673079836,-0.92933734,-0.0862337138,-1.83447232,0.005502,0.66479866
"130",3,30,0.306843,1.100428,0.2988316764,1.0874949662,-0.6673079836,0.96613966,-0.0862337138,1.17372868,-1.588634,-0.92933734
"131",3,31,0.726197,-0.439179,0.7181856764,-0.4521120338,-0.6673079836,1.38549366,-0.0862337138,-0.36587832,0.306843,0.96613966
"132",3,32,-0.213775,0.772363,-0.2217863236,0.7594299662,-0.6673079836,0.44552166,-0.0862337138,0.84566368,0.726197,1.38549366
"133",3,33,-2.015638,-0.594197,-2.0236493236,-0.6071300338,-0.6673079836,-1.35634134,-0.0862337138,-0.52089632,-0.213775,0.44552166
"134",3,34,-2.706432,-0.817116,-2.7144433236,-0.8300490338,-0.6673079836,-2.04713534,-0.0862337138,-0.74381532,-2.015638,-1.35634134
"135",3,35,-1.235556,-1.068233,-1.2435673236,-1.0811660338,-0.6673079836,-0.57625934,-0.0862337138,-0.99493232,-2.706432,-2.04713534
"136",3,36,-2.08705,0.087454,-2.0950613236,0.0745209662,-0.6673079836,-1.42775334,-0.0862337138,0.16075468,-1.235556,-0.57625934
"137",3,37,-0.128571,-1.315193,-0.1365823236,-1.3281260338,-0.6673079836,0.53072566,-0.0862337138,-1.24189232,-2.08705,-1.42775334
"138",3,38,-0.717219,0.820511,-0.7252303236,0.8075779662,-0.6673079836,-0.0579223400000001,-0.0862337138,0.89381168,-0.128571,0.53072566
"139",3,39,1.08997,-0.357186,1.0819586764,-0.3701190338,-0.6673079836,1.74926666,-0.0862337138,-0.28388532,-0.717219,-0.0579223400000001
"140",3,40,-0.506989,-0.902088,-0.5150003236,-0.9150210338,-0.6673079836,0.15230766,-0.0862337138,-0.82878732,1.08997,1.74926666
"141",3,41,0.379575,-0.124986,0.3715636764,-0.1379190338,-0.6673079836,1.03887166,-0.0862337138,-0.05168532,-0.506989,0.15230766
"142",3,42,-0.949635,1.670558,-0.9576463236,1.6576249662,-0.6673079836,-0.29033834,-0.0862337138,1.74385868,0.379575,1.03887166
"143",3,43,-1.565332,-1.611202,-1.5733433236,-1.6241350338,-0.6673079836,-0.90603534,-0.0862337138,-1.53790132,-0.949635,-0.29033834
"144",3,44,1.566927,0.610101,1.5589156764,0.5971679662,-0.6673079836,2.22622366,-0.0862337138,0.68340168,-1.565332,-0.90603534
"145",3,45,-1.172712,-0.494226,-1.1807233236,-0.5071590338,-0.6673079836,-0.51341534,-0.0862337138,-0.42092532,1.566927,2.22622366
"146",3,46,-0.926616,-0.906645,-0.9346273236,-0.9195780338,-0.6673079836,-0.26731934,-0.0862337138,-0.83334432,-1.172712,-0.51341534
"147",3,47,0.033297,1.13389,0.0252856764,1.1209569662,-0.6673079836,0.69259366,-0.0862337138,1.20719068,-0.926616,-0.26731934
"148",3,48,-1.771906,0.058628,-1.7799173236,0.0456949662,-0.6673079836,-1.11260934,-0.0862337138,0.13192868,0.033297,0.69259366
"149",3,49,-2.078172,0.119831,-2.0861833236,0.1068979662,-0.6673079836,-1.41887534,-0.0862337138,0.19313168,-1.771906,-1.11260934
"150",3,50,-0.95975,-0.375424,-0.9677613236,-0.3883570338,-0.6673079836,-0.30045334,-0.0862337138,-0.30212332,-2.078172,-1.41887534
"151",4,1,0.147177,0.454715,0.1391656764,0.4417819662,-0.0415130236,0.1806787,0.0904697462,0.35131222,NA,NA
"152",4,2,-0.935465,1.015954,-0.9434763236,1.0030209662,-0.0415130236,-0.9019633,0.0904697462,0.91255122,0.147177,0.1806787
"153",4,3,-0.554685,0.083964,-0.5626963236,0.0710309662,-0.0415130236,-0.5211833,0.0904697462,-0.01943878,-0.935465,-0.9019633
"154",4,4,-0.563789,-0.037747,-0.5718003236,-0.0506800338,-0.0415130236,-0.5302873,0.0904697462,-0.14114978,-0.554685,-0.5211833
"155",4,5,-0.773192,-0.061778,-0.7812033236,-0.0747110338,-0.0415130236,-0.7396903,0.0904697462,-0.16518078,-0.563789,-0.5302873
"156",4,6,0.557531,-1.100265,0.5495196764,-1.1131980338,-0.0415130236,0.5910327,0.0904697462,-1.20366778,-0.773192,-0.7396903
"157",4,7,0.433463,-0.949405,0.4254516764,-0.9623380338,-0.0415130236,0.4669647,0.0904697462,-1.05280778,0.557531,0.5910327
"158",4,8,-0.13121,0.415962,-0.1392213236,0.4030289662,-0.0415130236,-0.0977083,0.0904697462,0.31255922,0.433463,0.4669647
"159",4,9,-1.046853,-0.372137,-1.0548643236,-0.3850700338,-0.0415130236,-1.0133513,0.0904697462,-0.47553978,-0.13121,-0.0977083
"160",4,10,1.697829,0.36941,1.6898176764,0.3564769662,-0.0415130236,1.7313307,0.0904697462,0.26600722,-1.046853,-1.0133513
"161",4,11,-0.242943,-0.651387,-0.2509543236,-0.6643200338,-0.0415130236,-0.2094413,0.0904697462,-0.75478978,1.697829,1.7313307
"162",4,12,-0.331515,-1.078868,-0.3395263236,-1.0918010338,-0.0415130236,-0.2980133,0.0904697462,-1.18227078,-0.242943,-0.2094413
"163",4,13,-0.929106,0.931504,-0.9371173236,0.9185709662,-0.0415130236,-0.8956043,0.0904697462,0.82810122,-0.331515,-0.2980133
"164",4,14,0.119784,0.934355,0.1117726764,0.9214219662,-0.0415130236,0.1532857,0.0904697462,0.83095222,-0.929106,-0.8956043
"165",4,15,-1.092608,-1.875492,-1.1006193236,-1.8884250338,-0.0415130236,-1.0591063,0.0904697462,-1.97889478,0.119784,0.1532857
"166",4,16,-0.118152,-0.096704,-0.1261633236,-0.1096370338,-0.0415130236,-0.0846503,0.0904697462,-0.20010678,-1.092608,-1.0591063
"167",4,17,1.177838,0.792465,1.1698266764,0.7795319662,-0.0415130236,1.2113397,0.0904697462,0.68906222,-0.118152,-0.0846503
"168",4,18,-0.815978,0.385375,-0.8239893236,0.3724419662,-0.0415130236,-0.7824763,0.0904697462,0.28197222,1.177838,1.2113397
"169",4,19,-0.596211,-1.672381,-0.6042223236,-1.6853140338,-0.0415130236,-0.5627093,0.0904697462,-1.77578378,-0.815978,-0.7824763
"170",4,20,-0.091453,-2.064195,-0.0994643236,-2.0771280338,-0.0415130236,-0.0579513,0.0904697462,-2.16759778,-0.596211,-0.5627093
"171",4,21,0.863347,-0.621091,0.8553356764,-0.6340240338,-0.0415130236,0.8968487,0.0904697462,-0.72449378,-0.091453,-0.0579513
"172",4,22,0.282514,3.446497,0.2745026764,3.4335639662,-0.0415130236,0.3160157,0.0904697462,3.34309422,0.863347,0.8968487
"173",4,23,-1.085026,2.071203,-1.0930373236,2.0582699662,-0.0415130236,-1.0515243,0.0904697462,1.96780022,0.282514,0.3160157
"174",4,24,0.055093,0.182144,0.0470816764,0.1692109662,-0.0415130236,0.0885947,0.0904697462,0.07874122,-1.085026,-1.0515243
"175",4,25,0.531442,0.487411,0.5234306764,0.4744779662,-0.0415130236,0.5649437,0.0904697462,0.38400822,0.055093,0.0885947
"176",4,26,0.329391,0.148607,0.3213796764,0.1356739662,-0.0415130236,0.3628927,0.0904697462,0.04520422,0.531442,0.5649437
"177",4,27,-0.353486,-1.391851,-0.3614973236,-1.4047840338,-0.0415130236,-0.3199843,0.0904697462,-1.49525378,0.329391,0.3628927
"178",4,28,0.869856,0.982913,0.8618446764,0.9699799662,-0.0415130236,0.9033577,0.0904697462,0.87951022,-0.353486,-0.3199843
"179",4,29,-0.509249,-0.547826,-0.5172603236,-0.5607590338,-0.0415130236,-0.4757473,0.0904697462,-0.65122878,0.869856,0.9033577
"180",4,30,0.507524,-0.00085,0.4995126764,-0.0137830338,-0.0415130236,0.5410257,0.0904697462,-0.10425278,-0.509249,-0.4757473
"181",4,31,1.004109,2.081771,0.9960976764,2.0688379662,-0.0415130236,1.0376107,0.0904697462,1.97836822,0.507524,0.5410257
"182",4,32,-0.817236,-0.417892,-0.8252473236,-0.4308250338,-0.0415130236,-0.7837343,0.0904697462,-0.52129478,1.004109,1.0376107
"183",4,33,-0.137546,0.705399,-0.1455573236,0.6924659662,-0.0415130236,-0.1040443,0.0904697462,0.60199622,-0.817236,-0.7837343
"184",4,34,-0.830508,2.288489,-0.8385193236,2.2755559662,-0.0415130236,-0.7970063,0.0904697462,2.18508622,-0.137546,-0.1040443
"185",4,35,-0.003386,-1.086122,-0.0113973236,-1.0990550338,-0.0415130236,0.0301157,0.0904697462,-1.18952478,-0.830508,-0.7970063
"186",4,36,-1.02203,-0.493317,-1.0300413236,-0.5062500338,-0.0415130236,-0.9885283,0.0904697462,-0.59671978,-0.003386,0.0301157
